displacement_mm,force_kN
-21.9202,24.50504097
-19.3929,22.47335404
-16.9164,19.70212168
-14.6558,18.7118609
-12.1031,16.27692536
-9.7409,13.76062993
-7.3279,12.05170919
-4.8768,10.03994038
-2.5527,6.801254873
0.127,5.422778043
2.1971,4.075962077
4.4196,1.635477218
7.2009,-4.16478679
9.4742,-6.444656102
11.9761,-7.758589922
14.3002,-10.33080688
16.6497,-12.08560937
19.0373,-13.54664692
21.3868,-14.8226916
23.9014,-17.72480321
26.416,-19.26757291
28.5242,-20.06629188
30.9372,-21.78284364
33.2994,-23.14460232
35.7632,-25.1983444
38.2651,-27.63432243
40.7797,-30.32688608
43.0403,-32.64971659
45.3771,-34.57042061
47.625,-35.70156263
50.2031,-38.48648795
52.6161,-40.63107868
54.9656,-52.22902946
